,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
4943,3 punti sbagliato,,Giordano Bortolani,missed,10,610,915.0,952.0,7
4944,3 punti segnato,Johannes Voigtmann,Giordano Bortolani,made,27,627,690.0,980.0,6
4945,2 punti sbagliato,,Marcus Zegarowski,missed,56,656,855.0,532.0,3
4946,3 punti sbagliato,,Shavon Shields,missed,64,664,1410.0,560.0,7
4947,2 punti segnato,,Wayne Mccullough,made,84,684,810.0,308.0,0
4948,2 punti sbagliato,,Simone Zanotti,missed,110,710,165.0,280.0,1
4949,3 punti segnato,Marcus Zegarowski,,made,140,740,450.0,952.0,6
4950,3 punti sbagliato,,Shavon Shields,missed,167,767,780.0,952.0,7
4951,2 punti sbagliato,,Ismael Kamagate,missed,167,767,780.0,952.0,7
4952,2 punti sbagliato,,Ismael Kamagate,missed,167,767,780.0,952.0,7
4953,2 punti sbagliato,,Simone Zanotti,missed,194,794,420.0,196.0,1
4954,2 punti segnato,,Trevor Lacey,made,222,822,1185.0,448.0,3
4955,2 punti segnato,,Paul Eboua,made,260,860,825.0,224.0,0
4956,3 punti segnato,,Shabazz Napier,made,285,885,1095.0,924.0,7
4957,3 punti sbagliato,,Simone Zanotti,missed,301,901,105.0,504.0,5
