"description","assist","player","result","periodTime","totalTime","xx","yy"
"3 punti sbagliato","","Andrea De Nicolao","missed",599,599,735,1232
"2 punti segnato","","Ky Bowman","made",25,625,795,168
"3 punti sbagliato","","Barry Brown Jr","missed",42,642,555,896
"3 punti sbagliato","","Ky Bowman","missed",51,651,75,112
"3 punti sbagliato","","Alessandro Zanelli","missed",67,667,225,728
"2 punti sbagliato","","Alessandro Zanelli","missed",74,674,570,392
"2 punti segnato","Ky Bowman","Andrea Mezzanotte","made",84,684,510,280
"3 punti sbagliato","","Jeff Brooks","missed",97,697,900,924
"2 punti segnato","Leonardo Faggian","Andrea Mezzanotte","made",111,711,705,196
"2 punti segnato","","Barry Brown Jr","made",134,734,780,196
"2 punti segnato","Ky Bowman","Alessandro Zanelli","made",153,753,780,532
"2 punti sbagliato","","Kyle Wiltjer","missed",179,779,705,672
"3 punti segnato","Marco Spissu","Kyle Wiltjer","made",185,785,465,980
"3 punti segnato","Ky Bowman","Alessandro Zanelli","made",193,793,360,784
"2 punti segnato","Alessandro Zanelli","Andrea Mezzanotte","made",217,817,360,224
"2 punti sbagliato","","Kyle Wiltjer","missed",242,842,495,420
"2 punti segnato","","Amedeo Tessitori","made",242,842,495,420
"2 punti segnato","Alessandro Zanelli","Pauly Paulicap","made",262,862,765,140
"2 punti sbagliato","","Kyle Wiltjer","missed",284,884,1020,252
"3 punti sbagliato","","Alex O'Connell","missed",288,888,45,196
"3 punti sbagliato","","Kyle Wiltjer","missed",312,912,300,840
"2 punti segnato","","Alessandro Zanelli","made",334,934,765,168
"3 punti sbagliato","","Andrea Mezzanotte","missed",355,955,45,112
"2 punti sbagliato","","Amedeo Tessitori","missed",368,968,810,336
"3 punti sbagliato","","Ky Bowman","missed",379,979,1260,700
"3 punti sbagliato","","Amedeo Tessitori","missed",403,1003,135,616
"3 punti segnato","","Marco Spissu","made",432,1032,495,896
"2 punti segnato","","Terry Allen","made",453,1053,600,392
"2 punti sbagliato","","Terry Allen","missed",494,1094,960,700
"2 punti segnato","","Rayjon Tucker","made",506,1106,765,168
"2 punti segnato","Kyle Wiltjer","Marco Spissu","made",561,1161,735,196
"2 punti segnato","D'Angelo Harrison","Pauly Paulicap","made",592,1192,735,140
"2 punti sbagliato","","Rayjon Tucker","missed",18,1218,795,560
"3 punti sbagliato","","Kyle Wiltjer","missed",24,1224,510,868
"2 punti sbagliato","","D'Angelo Harrison","missed",53,1253,795,504
"2 punti segnato","","D'Angelo Harrison","made",57,1257,795,448
"2 punti segnato","","Alex O'Connell","made",62,1262,750,224
"3 punti sbagliato","","Terry Allen","missed",72,1272,795,980
"3 punti sbagliato","","Kyle Wiltjer","missed",92,1292,435,840
"2 punti segnato","","Rayjon Tucker","made",116,1316,780,140
"3 punti segnato","","D'Angelo Harrison","made",130,1330,1140,812
"3 punti segnato","Marco Spissu","Rayjon Tucker","made",144,1344,1065,840
"2 punti sbagliato","","Amedeo Tessitori","missed",163,1363,780,280
"2 punti sbagliato","","D'Angelo Harrison","missed",171,1371,420,392
"2 punti segnato","","Gora Camara","made",177,1377,765,168
"2 punti sbagliato","","Alex O'Connell","missed",191,1391,780,476
"3 punti sbagliato","","James Young","missed",198,1398,1455,168
"3 punti sbagliato","","Rayjon Tucker","missed",215,1415,1095,812
"3 punti sbagliato","","Terry Allen","missed",230,1430,1470,84
"3 punti sbagliato","","Alex O'Connell","missed",240,1440,45,168
"2 punti sbagliato","","D'Angelo Harrison","missed",257,1457,750,448
"3 punti sbagliato","","D'Angelo Harrison","missed",270,1470,270,728
"2 punti segnato","","Rayjon Tucker","made",291,1491,555,392
"2 punti segnato","Alessandro Zanelli","Gora Camara","made",309,1509,795,140
"3 punti sbagliato","","Kyle Wiltjer","missed",331,1531,1335,616
"2 punti segnato","","Ky Bowman","made",347,1547,1050,252
"3 punti segnato","Marco Spissu","Aamir Simms","made",361,1561,945,924
"2 punti segnato","","Alessandro Zanelli","made",381,1581,435,196
"2 punti segnato","Marco Spissu","Kyle Wiltjer","made",403,1603,825,224
"3 punti sbagliato","","Ky Bowman","missed",408,1608,420,840
"2 punti segnato","","Aamir Simms","made",434,1634,1155,224
"2 punti segnato","","Terry Allen","made",457,1657,735,448
"3 punti sbagliato","","Aamir Simms","missed",480,1680,1455,280
"2 punti segnato","Alessandro Zanelli","Gora Camara","made",495,1695,795,364
"2 punti segnato","","Rayjon Tucker","made",512,1712,765,140
"3 punti sbagliato","","Alessandro Zanelli","missed",531,1731,570,896
"3 punti sbagliato","","Barry Brown Jr","missed",543,1743,60,168
"2 punti segnato","","Rayjon Tucker","made",589,1789,690,224
"2 punti sbagliato","","Ky Bowman","missed",595,1795,750,196
"2 punti sbagliato","","Gora Camara","missed",12,1812,885,252
"3 punti segnato","Leonardo Faggian","Andrea Mezzanotte","made",18,1818,405,840
"2 punti sbagliato","","Barry Brown Jr","missed",30,1830,465,252
"3 punti sbagliato","","Ky Bowman","missed",53,1853,510,896
"2 punti segnato","","Aamir Simms","made",66,1866,900,112
"2 punti segnato","","Aamir Simms","made",110,1910,765,140
"3 punti sbagliato","","D'Angelo Harrison","missed",154,1954,615,896
"2 punti sbagliato","","Pauly Paulicap","missed",161,1961,840,224
"3 punti sbagliato","","Aamir Simms","missed",167,1967,480,896
"3 punti sbagliato","","Ky Bowman","missed",187,1987,945,952
"2 punti segnato","Leonardo Faggian","D'Angelo Harrison","made",193,1993,705,308
"3 punti sbagliato","","Andrea Mezzanotte","missed",228,2028,1455,168
"3 punti segnato","Andrea De Nicolao","Kyle Wiltjer","made",240,2040,1065,896
"3 punti sbagliato","","Kyle Wiltjer","missed",261,2061,1485,252
"3 punti sbagliato","","D'Angelo Harrison","missed",282,2082,1245,840
"3 punti segnato","Barry Brown Jr","Andrea De Nicolao","made",302,2102,1320,952
"3 punti sbagliato","","Terry Allen","missed",362,2162,525,868
"3 punti sbagliato","","Kyle Wiltjer","missed",376,2176,975,924
"3 punti sbagliato","","D'Angelo Harrison","missed",386,2186,765,924
"2 punti segnato","","Barry Brown Jr","made",437,2237,765,280
"2 punti segnato","","Barry Brown Jr","made",468,2268,705,140
"3 punti segnato","Ky Bowman","D'Angelo Harrison","made",481,2281,345,1036
"2 punti segnato","","Ky Bowman","made",510,2310,810,168
"2 punti sbagliato","","Aamir Simms","missed",556,2356,765,280
"3 punti sbagliato","","D'Angelo Harrison","missed",562,2362,495,1036
"3 punti sbagliato","","Alessandro Zanelli","missed",572,2372,435,896
"2 punti segnato","","Terry Allen","made",590,2390,765,196
"3 punti sbagliato","","Justin Kyle Jaworski","missed",10,10,285,700
"3 punti sbagliato","","Justin Kyle Jaworski","missed",16,16,120,532
"3 punti sbagliato","","Michal Sokolowski","missed",32,32,1140,812
"3 punti sbagliato","","Joonas Riismaa","missed",58,58,1305,672
"3 punti segnato","Jamel Morris","Jordan Bayehe","made",78,78,90,504
"2 punti segnato","","Joonas Riismaa","made",109,109,945,224
"2 punti sbagliato","","Wendell Mitchell","missed",126,126,840,224
"3 punti segnato","Justin Kyle Jaworski","Tomislav Zubcic","made",140,140,75,364
"3 punti segnato","","Jamel Morris","made",160,160,1230,700
"2 punti segnato","","Tyler Ennis","made",172,172,NA,NA
"2 punti segnato","Jajuan Johnson","Jordan Bayehe","made",196,196,720,196
"3 punti sbagliato","","Tomislav Zubcic","missed",219,219,1095,868
"2 punti segnato","Tyler Ennis","Tariq Owens","made",264,264,750,112
"3 punti sbagliato","","Joonas Riismaa","missed",279,279,75,364
"2 punti sbagliato","","Tomislav Zubcic","missed",300,300,420,308
"3 punti sbagliato","","Jamel Morris","missed",312,312,1365,532
"2 punti sbagliato","","Jacob Pullen","missed",328,328,690,308
"2 punti sbagliato","","Jordan Bayehe","missed",346,346,750,532
"2 punti segnato","Tomas Kyzlink","Jajuan Johnson","made",359,359,780,168
"3 punti sbagliato","","Tyler Ennis","missed",376,376,1335,588
"2 punti segnato","Tomas Kyzlink","Jajuan Johnson","made",397,397,765,476
"3 punti segnato","","Jacob Pullen","made",417,417,1185,728
"2 punti sbagliato","","Jajuan Johnson","missed",433,433,525,532
"2 punti segnato","","Tomislav Zubcic","made",443,443,900,196
"3 punti sbagliato","","Eric Lombardi","missed",467,467,1395,560
"2 punti segnato","Tyler Ennis","Tomislav Zubcic","made",471,471,450,168
"2 punti sbagliato","","Tomas Kyzlink","missed",478,478,660,196
"3 punti segnato","Giovanni De Nicolao","Michal Sokolowski","made",489,489,30,140
"3 punti sbagliato","","Jacob Pullen","missed",492,492,30,392
"3 punti sbagliato","","Jamel Morris","missed",509,509,1485,84
"3 punti sbagliato","","Nate Laszewski","missed",530,530,585,896
"2 punti sbagliato","","Jacob Pullen","missed",555,555,885,112
"3 punti sbagliato","","Tomas Kyzlink","missed",600,600,720,896
"3 punti sbagliato","","Tomas Kyzlink","missed",19,619,480,896
"2 punti segnato","Tariq Owens","Giovanni De Nicolao","made",53,653,735,112
"2 punti sbagliato","","Jajuan Johnson","missed",65,665,510,56
"2 punti segnato","","Alessandro Lever","made",73,673,585,112
"3 punti sbagliato","","Tomas Kyzlink","missed",93,693,165,616
"3 punti sbagliato","","Wendell Mitchell","missed",98,698,1185,784
"2 punti segnato","","Tyler Ennis","made",115,715,825,84
"2 punti segnato","","Tyler Ennis","made",141,741,750,364
"3 punti sbagliato","","Xavier Sneed","missed",156,756,330,812
"2 punti segnato","Tyler Ennis","Tariq Owens","made",169,769,810,28
"2 punti segnato","","Tomas Kyzlink","made",187,787,1155,560
"3 punti sbagliato","","Tyler Ennis","missed",213,813,1215,728
"2 punti sbagliato","","Xavier Sneed","missed",221,821,1155,280
"2 punti sbagliato","","Tomislav Zubcic","missed",231,831,555,308
"2 punti segnato","Tyler Ennis","Michal Sokolowski","made",297,897,675,112
"2 punti sbagliato","","Tyler Ennis","missed",347,947,1110,280
"2 punti sbagliato","","Nate Laszewski","missed",363,963,765,616
"3 punti segnato","Jacob Pullen","Tomislav Zubcic","made",371,971,795,896
"3 punti sbagliato","","Xavier Sneed","missed",384,984,1290,700
"2 punti segnato","Tyler Ennis","Tomislav Zubcic","made",391,991,720,112
"3 punti segnato","","Jacob Pullen","made",423,1023,435,840
"2 punti segnato","","Jamel Morris","made",434,1034,435,700
"3 punti sbagliato","","Jacob Pullen","missed",473,1073,195,644
"3 punti sbagliato","","Jamel Morris","missed",480,1080,1155,868
"3 punti sbagliato","","Joonas Riismaa","missed",489,1089,195,812
"3 punti segnato","","Jacob Pullen","made",514,1114,1305,700
"3 punti segnato","","Jamel Morris","made",530,1130,435,812
"3 punti sbagliato","","Justin Kyle Jaworski","missed",549,1149,225,700
"3 punti sbagliato","","Joonas Riismaa","missed",596,1196,900,896
"2 punti sbagliato","","Tomislav Zubcic","missed",48,1248,780,28
"2 punti sbagliato","","Michal Sokolowski","missed",80,1280,495,336
"3 punti sbagliato","","Wendell Mitchell","missed",86,1286,165,616
"3 punti segnato","Justin Kyle Jaworski","Michal Sokolowski","made",96,1296,1470,140
"3 punti segnato","Jamel Morris","Xavier Sneed","made",113,1313,1455,140
"2 punti segnato","Tomislav Zubcic","Tyler Ennis","made",131,1331,750,84
"2 punti sbagliato","","Xavier Sneed","missed",158,1358,360,168
"3 punti segnato","","Tomas Kyzlink","made",175,1375,345,840
"2 punti sbagliato","","Michal Sokolowski","missed",213,1413,660,84
"3 punti sbagliato","","Jordan Bayehe","missed",248,1448,765,952
"2 punti sbagliato","","Tyler Ennis","missed",273,1473,960,448
"2 punti segnato","Joonas Riismaa","Jordan Bayehe","made",280,1480,630,84
"3 punti sbagliato","","Michal Sokolowski","missed",296,1496,375,812
"2 punti segnato","","Tyler Ennis","made",296,1496,375,812
"3 punti sbagliato","","Joonas Riismaa","missed",309,1509,1470,392
"2 punti sbagliato","","Joonas Riismaa","missed",315,1515,525,224
"3 punti sbagliato","","Tomas Kyzlink","missed",329,1529,930,1008
"3 punti segnato","Giovanni De Nicolao","Justin Kyle Jaworski","made",348,1548,1260,672
"3 punti segnato","Giovanni De Nicolao","Justin Kyle Jaworski","made",364,1564,1200,756
"3 punti sbagliato","","Jamel Morris","missed",380,1580,1335,588
"2 punti segnato","Giovanni De Nicolao","Tomislav Zubcic","made",392,1592,765,84
"3 punti sbagliato","","Tomas Kyzlink","missed",406,1606,1410,476
"3 punti sbagliato","","Xavier Sneed","missed",429,1629,45,84
"2 punti segnato","Joonas Riismaa","Jamel Morris","made",439,1639,765,224
"3 punti sbagliato","","Justin Kyle Jaworski","missed",464,1664,1320,588
"2 punti segnato","","Joonas Riismaa","made",473,1673,1020,364
"2 punti sbagliato","","Justin Kyle Jaworski","missed",497,1697,1155,224
"3 punti sbagliato","","Justin Kyle Jaworski","missed",518,1718,810,924
"2 punti sbagliato","","Xavier Sneed","missed",537,1737,870,252
"3 punti sbagliato","","Michele Ebeling","missed",553,1753,390,840
"3 punti sbagliato","","Giovanni De Nicolao","missed",559,1759,375,812
"3 punti segnato","Jamel Morris","Joonas Riismaa","made",569,1769,1215,728
"2 punti segnato","","Giovanni De Nicolao","made",593,1793,705,112
"2 punti sbagliato","","Xavier Sneed","missed",600,1800,780,336
"2 punti segnato","","Jajuan Johnson","made",20,1820,615,364
"3 punti sbagliato","","Nate Laszewski","missed",38,1838,195,644
"2 punti sbagliato","","Alessandro Lever","missed",49,1849,555,336
"3 punti segnato","Joonas Riismaa","Nate Laszewski","made",55,1855,630,896
"2 punti segnato","Alessandro Lever","Michal Sokolowski","made",70,1870,735,140
"3 punti segnato","Jamel Morris","Joonas Riismaa","made",85,1885,1455,140
"2 punti sbagliato","","Michal Sokolowski","missed",104,1904,690,224
"3 punti sbagliato","","Jacob Pullen","missed",111,1911,825,868
"2 punti sbagliato","","Nate Laszewski","missed",125,1925,735,84
"2 punti segnato","","Jamel Morris","made",145,1945,795,196
"2 punti segnato","","Alessandro Lever","made",171,1971,585,532
"3 punti sbagliato","","Jamel Morris","missed",189,1989,765,952
"2 punti segnato","","Eric Lombardi","made",219,2019,915,56
"2 punti segnato","","Eric Lombardi","made",253,2053,810,112
"2 punti sbagliato","","Tyler Ennis","missed",269,2069,585,168
"3 punti sbagliato","","Jacob Pullen","missed",314,2114,1395,476
"3 punti sbagliato","","Wendell Mitchell","missed",328,2128,1440,280
"2 punti sbagliato","","Jacob Pullen","missed",341,2141,555,84
"3 punti segnato","Tyler Ennis","Tomislav Zubcic","made",370,2170,1350,560
"3 punti sbagliato","","Tyler Ennis","missed",405,2205,900,896
"2 punti segnato","","Jajuan Johnson","made",411,2211,855,140
"2 punti segnato","","Wendell Mitchell","made",451,2251,810,224
"2 punti sbagliato","","Wendell Mitchell","missed",483,2283,660,140
"3 punti sbagliato","","Michal Sokolowski","missed",494,2294,270,672
"2 punti segnato","","Alessandro Lever","made",494,2294,270,672
"3 punti sbagliato","","Wendell Mitchell","missed",522,2322,1440,476
"2 punti sbagliato","","Justin Kyle Jaworski","missed",555,2355,570,644
"2 punti segnato","Wendell Mitchell","Jordan Bayehe","made",570,2370,825,588
"3 punti sbagliato","","Justin Kyle Jaworski","missed",588,2388,60,476
"3 punti sbagliato","","Jamel Morris","missed",599,2399,1275,644
"3 punti segnato","Justin Kyle Jaworski","Alessandro Lever","made",600,2400,1260,756
"2 punti sbagliato","","Retin Obasohan","missed",13,13,765,672
"3 punti sbagliato","","Shavon Shields","missed",30,30,1335,672
"2 punti segnato","","Chris Dowe","made",48,48,1005,308
"3 punti segnato","Shavon Shields","Kevin Pangos","made",67,67,495,840
"3 punti segnato","Kyle Weems","Mike Daum","made",89,89,1320,644
"2 punti sbagliato","","Kevin Pangos","missed",107,107,615,196
"2 punti segnato","","Alex Poythress","made",107,107,615,196
"2 punti sbagliato","","Kevin Pangos","missed",139,139,645,420
"2 punti segnato","Kevin Pangos","Alex Poythress","made",144,144,915,196
"2 punti sbagliato","","Kyle Weems","missed",162,162,690,560
"2 punti segnato","Alex Poythress","Nicolò Melli","made",177,177,885,224
"3 punti sbagliato","","Retin Obasohan","missed",201,201,330,756
"3 punti segnato","Chris Dowe","Mike Daum","made",205,205,945,868
"2 punti sbagliato","","Kyle Weems","missed",254,254,1290,112
"2 punti segnato","","Nicolò Melli","made",262,262,735,252
"2 punti segnato","Kyle Weems","","made",286,286,690,252
"2 punti sbagliato","","Kyle Weems","missed",324,324,1350,252
"3 punti sbagliato","","Nicolò Melli","missed",340,340,1275,896
"3 punti segnato","Alex Poythress","Kevin Pangos","made",346,346,240,728
"2 punti segnato","Kevin Pangos","Nicolò Melli","made",360,360,765,308
"2 punti segnato","","Devon Hall","made",360,360,810,168
"2 punti segnato","Kevin Pangos","Nicolò Melli","made",443,443,750,448
"3 punti sbagliato","","Shavon Shields","missed",478,478,975,924
"2 punti segnato","","Ismael Kamagate","made",485,485,795,308
"2 punti sbagliato","","Tashawn Thomas","missed",503,503,915,280
"3 punti sbagliato","","Devon Hall","missed",543,543,180,644
"3 punti segnato","Leonardo Candi","Kyle Weems","made",563,563,435,924
"2 punti sbagliato","","Ismael Kamagate","missed",589,589,1005,532
